A,B,ratio
SAVA,APA,0.19416523062078975
SAVA,EPD,0.19610794105541282
SAVA,CENX,0.17557843231212492
SAVA,NVST,0.1578167605414615
SAVA,X,0.12724304380664922
SAVA,TXG,0.08866902712460645
SAVA,FLNC,0.11508977861253827
SAVA,ELAN,0.03279315428793237
SAVA,PPL,0.06054807380724631
SAVA,SPR,-0.0022158499945383056
SAVA,AR,0.1513716878020065
SAVA,AM,0.12848019562714455
SAVA,ASTS,0.3461312487709054
SAVA,PR,0.16018922668633406
SAVA,VZIO,0.015449512216578547
SAVA,T,0.10504923952127371
SAVA,LSXMA,0.040598149523794945
SAVA,TGTX,0.07764462658354158
SAVA,ETRN,0.15961160206819203
SAVA,CTRA,0.08856119361490253
SAVA,GTES,0.0999194984208548
SAVA,AVTR,-0.022544645787391425
SAVA,VTRS,0.1652517794017697
SAVA,GPK,0.0715523722321842
SAVA,DO,0.18213344380627822
SAVA,BE,0.15281951421887074
SAVA,NEP,0.26818144362141677
SAVA,RPRX,0.18452300501103358
SAVA,HPQ,0.2960145565041971
SAVA,CSX,0.10527343364155084
SAVA,NFE,0.042203727654408746
SAVA,BTU,0.13355253409661214
SAVA,ROIV,0.13535139959419415
SAVA,MRO,0.09523907418681159
SAVA,LUV,0.10353402659446372
SAVA,KVUE,0.10398982764208578
SAVA,INTC,0.1464535184046719
SAVA,NNE,-0.06063734607885625
SAVA,HAL,0.13584029784728405
SAVA,NWSA,0.08350165453822044
SAVA,FTI,0.14297592586704005
SAVA,TNDM,0.20537915442275237
SAVA,EXTR,0.2681716180911233
SAVA,LEVI,0.19156056746402608
CRGY,TEVA,-0.04841417388475667
CRGY,WOLF,0.014820210641074161
CRGY,BBIO,0.08532118411768667
CRGY,NVAX,0.21257596165707526
CRGY,BAX,-0.10931994487591046
CRGY,ET,-0.05695475803342469
CRGY,MP,-0.0021607708955760003
CRGY,RUN,0.05037563129891395
CRGY,XRAY,-0.13755008686897954
CRGY,NI,-0.17015122487984174
CRGY,XRX,-0.09443851966435893
CRGY,EYE,-0.09477834687103635
CRGY,EXC,-0.07043142503962826
CRGY,HPE,0.11574311775488669
CRGY,BKR,-0.11011644904114407
CRGY,VSAT,-0.04532321701985545
CRGY,KDP,-0.1593582069702045
CRGY,HOG,-0.07540548831179829
CRGY,EQT,-0.1033655208784267
CRGY,GEO,-0.10278787574728065
CRGY,F,-0.1583752181567707
CRGY,UGI,-0.16306820028451385
CRGY,FE,-0.1877079785418022
CRGY,KHC,-0.15373261893716253
CRGY,KOSS,0.2951916230980121
CRGY,CNP,-0.08475891726137011
CRGY,ARRY,0.06628350861003435
CRGY,RIVN,-0.020501932961969848
CRGY,VFC,-0.02286825121271839
CRGY,FLEX,-0.045806745667305936
CRGY,NOV,-0.07878933097160462
CRGY,CRK,-0.04037446366451519
CRGY,CHX,-0.061529085814393765
CRGY,SMR,0.10749058004895626
CRGY,AAL,-0.10272603086725494
CRGY,PAA,-0.0028354951559220257
CRGY,CCL,-0.12726812926001005
CRGY,PFE,0.0487502280356329
CRGY,AES,-0.11189356095691906
CRGY,KMI,-0.03075185284653197
CRGY,GLW,0.04440033307248002
CRGY,CAG,-0.11433121117871808
CRGY,ALGM,0.077189873249015
CRGY,ENB,-0.14000695226663729
CRGY,ADMA,0.08902735748158538
CRGY,PCG,-0.10140303918161313
CRGY,APA,0.007530049056864507
CRGY,EPD,0.009472759491487633
CRGY,CENX,-0.0077079771247222555
CRGY,NVST,-0.025469648895385697
CRGY,X,-0.059392137757276024
CRGY,TXG,-0.0946173823122408
CRGY,FLNC,-0.07154540295138692
CRGY,ELAN,-0.15049325514891482
CRGY,PPL,-0.12608710775667892
CRGY,SPR,-0.1888510315584635
CRGY,AR,-0.03526349376191874
CRGY,AM,-0.05480621380970262
CRGY,ASTS,0.16284483933405822
CRGY,PR,-0.02309718275051312
CRGY,VZIO,-0.16783689722026865
CRGY,T,-0.07823716991557347
CRGY,LSXMA,-0.14603703204013027
CRGY,TGTX,-0.10564178285330561
CRGY,ETRN,-0.02367480736865515
CRGY,CTRA,-0.09807398794902272
CRGY,GTES,-0.08336691101599233
CRGY,AVTR,-0.20917982735131668
CRGY,VTRS,-0.01803463003507749
CRGY,GPK,-0.11508280933174096
CRGY,DO,-0.0011529656305689303
CRGY,BE,-0.0304668952179764
CRGY,NEP,0.08154626205749152
CRGY,RPRX,-0.0021121765528916495
CRGY,HPQ,0.1093793749402719
CRGY,CSX,-0.08136174792237445
CRGY,NFE,-0.14443145390951645
CRGY,BTU,-0.0530826474673131
CRGY,ROIV,-0.04793500984265304
CRGY,MRO,-0.09139610737711366
CRGY,LUV,-0.08310115496946154
CRGY,KVUE,-0.0792965817947614
CRGY,INTC,-0.040181663159253374
CRGY,NNE,0.2505538325708649
CRGY,HAL,-0.05079488371664119
CRGY,NWSA,-0.10313352702570483
CRGY,FTI,-0.04365925569688518
CRGY,TNDM,0.02209274498590526
CRGY,EXTR,0.08488520865427608
CRGY,LEVI,0.004925385900100842
TEVA,WOLF,0.061840792366379696
TEVA,BBIO,0.13234176584299223
TEVA,NVAX,0.26099013554183187
TEVA,BAX,-0.062299363150604976
TEVA,ET,-0.008540584148668031
TEVA,MP,0.046253402989180625
TEVA,RUN,0.09878980518367063
TEVA,XRAY,-0.09052950514367404
TEVA,NI,-0.12313064315453624
TEVA,XRX,-0.04602434577960229
TEVA,EYE,-0.04636417298627968
TEVA,EXC,-0.02341084331432279
TEVA,HPE,0.16276369948019223
TEVA,BKR,-0.06309586731583856
TEVA,VSAT,0.0030909568649011695
TEVA,KDP,-0.11233762524489897
TEVA,HOG,-0.02838490658649281
TEVA,EQT,-0.05634493915312119
TEVA,GEO,-0.05437370186252402
TEVA,F,-0.10996104427201409
TEVA,UGI,-0.11604761855920832
TEVA,FE,-0.14068739681649675
TEVA,KHC,-0.10671203721185704
TEVA,KOSS,0.3436057969827687
TEVA,CNP,-0.037738335536064635
TEVA,ARRY,0.11469768249479101
TEVA,RIVN,0.02791224092278679
TEVA,VFC,0.025545922672038212
TEVA,FLEX,0.0012138360579996114
TEVA,NOV,-0.030375157086848036
TEVA,CRK,0.008039710220241478
TEVA,CHX,-0.014508504089088296
TEVA,SMR,0.15590475393371292
TEVA,AAL,-0.0543118569824983
TEVA,PAA,0.045578678728834594
TEVA,CCL,-0.0788539553752534
TEVA,PFE,0.0957708097609384
TEVA,AES,-0.06347938707216243
TEVA,KMI,0.017662321038224658
TEVA,GLW,0.09142091479778551
TEVA,CAG,-0.06731062945341257
TEVA,ALGM,0.12421045497432052
TEVA,ENB,-0.09298637054133181
TEVA,ADMA,0.13744153136634202
TEVA,PCG,-0.0529888652968565
TEVA,APA,0.05455063078217001
TEVA,EPD,0.056493341216793135
TEVA,CENX,0.04070619676003439
TEVA,NVST,0.022944524989370947
TEVA,X,-0.012371556031970503
TEVA,TXG,-0.04620320842748416
TEVA,FLNC,-0.024524821226081434
TEVA,ELAN,-0.10207908126415816
TEVA,PPL,-0.07906652603137342
TEVA,SPR,-0.14183044983315804
TEVA,AR,0.011757087963386733
TEVA,AM,-0.006392039924946004
TEVA,ASTS,0.21125901321881482
TEVA,PR,0.02531699113424354
TEVA,VZIO,-0.119422723335512
TEVA,T,-0.029822996030816847
TEVA,LSXMA,-0.09901645031482478
TEVA,TGTX,-0.05722760896854896
TEVA,ETRN,0.024739366516101494
TEVA,CTRA,-0.051053406223717214
TEVA,GTES,-0.03495273713123573
TEVA,AVTR,-0.1621592456260112
TEVA,VTRS,0.03037954384967915
TEVA,GPK,-0.06806222760643553
TEVA,DO,0.047261208254187684
TEVA,BE,0.017947278666780187
TEVA,NEP,0.128566843782797
TEVA,RPRX,0.04490840517241385
TEVA,HPQ,0.1563999566655774
TEVA,CSX,-0.034341166197068895
TEVA,NFE,-0.09741087218421092
TEVA,BTU,-0.006062065742007579
TEVA,ROIV,0.0004791640421035812
TEVA,MRO,-0.04437552565180813
TEVA,LUV,-0.03608057324415603
TEVA,KVUE,-0.030882407910004742
TEVA,INTC,0.006838918566052144
TEVA,NNE,-0.1355901480374363
TEVA,HAL,-0.003774301991335687
TEVA,NWSA,-0.05611294530039931
TEVA,FTI,0.0033613260284203472
TEVA,TNDM,0.07050691887066188
TEVA,EXTR,0.13329938253903265
TEVA,LEVI,0.05194596762540636
WOLF,BBIO,0.07050097347661252
WOLF,NVAX,0.198340756344958
WOLF,BAX,-0.12414015551698458
WOLF,ET,-0.07021918453124411
WOLF,MP,-0.01904629695951687
WOLF,RUN,0.034268468482927264
WOLF,XRAY,-0.15237029751005368
WOLF,NI,-0.18497143552091594
WOLF,XRX,-0.11262650486327516
WOLF,EYE,-0.11300430278186067
WOLF,EXC,-0.0852516356807024
WOLF,HPE,0.10092290711381252
WOLF,BKR,-0.12493665968221823
WOLF,VSAT,-0.06257065390301318
WOLF,KDP,-0.17417841761127867
WOLF,HOG,-0.09022569895287245
WOLF,EQT,-0.11818573151950086
WOLF,GEO,-0.11669180593210747
WOLF,F,-0.17299661419303958
WOLF,UGI,-0.177888410925588
WOLF,FE,-0.20252818918287646
WOLF,KHC,-0.1685528295782367
WOLF,KOSS,0.2837460085041099
WOLF,CNP,-0.09957912790244428
WOLF,ARRY,0.049000482755069574
WOLF,RIVN,-0.03645410378162531
WOLF,VFC,-0.040146705237532096
WOLF,FLEX,-0.06062695630838007
WOLF,NOV,-0.09523467508501914
WOLF,CRK,-0.055390408318020216
WOLF,CHX,-0.07634929645546792
WOLF,SMR,0.094940241363955
WOLF,AAL,-0.12078579593551117
WOLF,PAA,-0.015734900570575094
WOLF,CCL,-0.14181469530013505
WOLF,PFE,0.03393001739455873
WOLF,AES,-0.12735573260901864
WOLF,KMI,-0.043966775644467826
WOLF,GLW,0.02958012243140586
WOLF,CAG,-0.12915142181979222
WOLF,ALGM,0.06236966260794082
WOLF,ENB,-0.15482716290771145
WOLF,ADMA,0.07638025048708937
WOLF,PCG,-0.11700055678441819
WOLF,APA,-0.007290161584209641
WOLF,EPD,-0.005347451149586495
WOLF,CENX,-0.020631150744101177
WOLF,NVST,-0.043260087002472115
WOLF,X,-0.07421234839835013
WOLF,TXG,-0.11282251997555542
WOLF,FLNC,-0.08636561359246107
WOLF,ELAN,-0.1662523505157437
WOLF,PPL,-0.14090731839775303
WOLF,SPR,-0.2036712421995377
WOLF,AR,-0.05008370440299293
WOLF,AM,-0.06829946390979111
WOLF,ASTS,0.15056331665488482
WOLF,PR,-0.03722720317045307
WOLF,VZIO,-0.1819283342516506
WOLF,T,-0.09194229254810805
WOLF,LSXMA,-0.16085724268120447
WOLF,TGTX,-0.11988015858130686
WOLF,ETRN,-0.037850685995736565
WOLF,CTRA,-0.11289419859009688
WOLF,GTES,-0.09813839165748364
WOLF,AVTR,-0.22400003799239082
WOLF,VTRS,-0.034236298087591634
WOLF,GPK,-0.1299030199728152
WOLF,DO,-0.015157158671292886
WOLF,BE,-0.04648469260790469
WOLF,NEP,0.06672605141641737
WOLF,RPRX,-0.01693238719396583
WOLF,HPQ,0.09455916429919776
WOLF,CSX,-0.09618195856344855
WOLF,NFE,-0.15925166455059062
WOLF,BTU,-0.06790285810838728
WOLF,ROIV,-0.06380275222362952
WOLF,MRO,-0.10621631801818782
WOLF,LUV,-0.09792136561053565
WOLF,KVUE,-0.09702077962825419
WOLF,INTC,-0.055001873800327505
WOLF,NNE,0.3842811711343713
WOLF,HAL,-0.06561509435771531
WOLF,NWSA,-0.117953737666779
WOLF,FTI,-0.05847946633795933
WOLF,TNDM,0.00761914907211531
WOLF,EXTR,0.06827093063229021
WOLF,LEVI,-0.009894824740973267
BBIO,NVAX,0.12783978286834552
BBIO,BAX,-0.19464112899359715
BBIO,ET,-0.14072015800785667
BBIO,MP,-0.0895472704361294
BBIO,RUN,-0.03623250499368527
BBIO,XRAY,-0.22287127098666626
BBIO,NI,-0.2554724089975285
BBIO,XRX,-0.1831274783398877
BBIO,EYE,-0.18350527625847324
BBIO,EXC,-0.15575260915731493
BBIO,HPE,0.030421933637199992
BBIO,BKR,-0.19543763315883073
BBIO,VSAT,-0.13307162737962572
BBIO,KDP,-0.24467939108789116
BBIO,HOG,-0.160726672429485
BBIO,EQT,-0.1886867049961134
BBIO,GEO,-0.18719277940871998
BBIO,F,-0.24349758766965204
BBIO,UGI,-0.24838938440220046
BBIO,FE,-0.27302916265948896
BBIO,KHC,-0.23905380305484916
BBIO,KOSS,0.2132450350274974
BBIO,CNP,-0.17008010137905677
BBIO,ARRY,-0.021500490721542954
BBIO,RIVN,-0.10695507725823783
BBIO,VFC,-0.11064767871414462
BBIO,FLEX,-0.13112792978499258
BBIO,NOV,-0.16573564856163167
BBIO,CRK,-0.12589138179463275
BBIO,CHX,-0.14685026993208045
BBIO,SMR,0.024439267887342506
BBIO,AAL,-0.19128676941212372
BBIO,PAA,-0.08623587404718766
BBIO,CCL,-0.2123156687767475
BBIO,PFE,-0.0365709560820538
BBIO,AES,-0.19785670608563122
BBIO,KMI,-0.11446774912108036
BBIO,GLW,-0.04092085104520665
BBIO,CAG,-0.19965239529640474
BBIO,ALGM,-0.008131310868671688
BBIO,ENB,-0.22532813638432397
BBIO,ADMA,0.005879277010476856
BBIO,PCG,-0.18750153026103067
BBIO,APA,-0.07779113506082216
BBIO,EPD,-0.07584842462619906
BBIO,CENX,-0.09113212422071368
BBIO,NVST,-0.11376106047908463
BBIO,X,-0.1447133218749627
BBIO,TXG,-0.18332349345216795
BBIO,FLNC,-0.15686658706907364
BBIO,ELAN,-0.23675332399235627
BBIO,PPL,-0.21140829187436558
BBIO,SPR,-0.27417221567615024
BBIO,AR,-0.12058467787960545
BBIO,AM,-0.13880043738640357
BBIO,ASTS,0.08006234317827232
BBIO,PR,-0.10772817664706552
BBIO,VZIO,-0.2524293077282632
BBIO,T,-0.16244326602472062
BBIO,LSXMA,-0.23135821615781696
BBIO,TGTX,-0.19038113205791937
BBIO,ETRN,-0.1083516594723491
BBIO,CTRA,-0.18339517206670938
BBIO,GTES,-0.16863936513409614
BBIO,AVTR,-0.2945010114690033
BBIO,VTRS,-0.1047372715642041
BBIO,GPK,-0.20040399344942772
BBIO,DO,-0.0856581321479054
BBIO,BE,-0.1169856660845172
BBIO,NEP,-0.0037749220601951496
BBIO,RPRX,-0.0874333606705783
BBIO,HPQ,0.02405819082258523
BBIO,CSX,-0.16668293204006104
BBIO,NFE,-0.22975263802720317
BBIO,BTU,-0.13840383158499978
BBIO,ROIV,-0.13430372570024207
BBIO,MRO,-0.17671729149480034
BBIO,LUV,-0.1684223390871482
BBIO,KVUE,-0.16752175310486672
BBIO,INTC,-0.12550284727694005
BBIO,NNE,-0.09846250369403184
BBIO,HAL,-0.13611606783432784
BBIO,NWSA,-0.18845471114339146
BBIO,FTI,-0.12898043981457186
BBIO,TNDM,-0.06288182440449723
BBIO,EXTR,-0.0022300428443223033
BBIO,LEVI,-0.08039579821758584
NVAX,BAX,-0.32248091186194267
NVAX,ET,-0.2695307196904999
NVAX,MP,-0.21473673255265124
NVAX,RUN,-0.16220033035816128
NVAX,XRAY,-0.3507110538550117
NVAX,NI,-0.383312191865874
NVAX,XRX,-0.3070144813214341
NVAX,EYE,-0.3073543085281116
NVAX,EXC,-0.2835923920256604
NVAX,HPE,-0.0974178492311455
NVAX,BKR,-0.3232774160271763
NVAX,VSAT,-0.2578991786769307
NVAX,KDP,-0.3725191739562367
NVAX,HOG,-0.28856645529783054
NVAX,EQT,-0.31652648786445886
NVAX,GEO,-0.31536383740435586
NVAX,F,-0.37095117981384595
NVAX,UGI,-0.37622916727054606
NVAX,FE,-0.4008689455278344
NVAX,KHC,-0.3668935859231947
NVAX,KOSS,0.0826156614409369
NVAX,CNP,-0.2979198842474023
NVAX,ARRY,-0.1462924530470409
NVAX,RIVN,-0.23307789461904507
NVAX,VFC,-0.2354442128697936
NVAX,FLEX,-0.2589677126533381
NVAX,NOV,-0.2913652926286799
NVAX,CRK,-0.25295042532159046
NVAX,CHX,-0.27469005280042597
NVAX,SMR,-0.10508538160811898
NVAX,AAL,-0.3153019925243301
NVAX,PAA,-0.21541145681299728
NVAX,CCL,-0.33984409091708523
NVAX,PFE,-0.1644107389503993
NVAX,AES,-0.32446952261399437
NVAX,KMI,-0.24332781450360716
NVAX,GLW,-0.16876063391355217
NVAX,CAG,-0.3274921781647501
NVAX,ALGM,-0.13597109373701716
NVAX,ENB,-0.3531679192526695
NVAX,ADMA,-0.1235486041754898
NVAX,PCG,-0.3139790008386884
NVAX,APA,-0.20563091792916766
NVAX,EPD,-0.20368820749454455
NVAX,CENX,-0.22028393878179756
NVAX,NVST,-0.23804561055246096
NVAX,X,-0.2725531047433082
NVAX,TXG,-0.307193343969316
NVAX,FLNC,-0.2847063699374191
NVAX,ELAN,-0.36306921680598997
NVAX,PPL,-0.3392480747427111
NVAX,SPR,-0.40201199854449576
NVAX,AR,-0.24842446074795096
NVAX,AM,-0.26738217546677784
NVAX,ASTS,-0.049731122323017046
NVAX,PR,-0.23567314440758833
NVAX,VZIO,-0.38041285887734383
NVAX,T,-0.29081313157264876
NVAX,LSXMA,-0.3591979990261624
NVAX,TGTX,-0.31821774451038076
NVAX,ETRN,-0.23625076902573042
NVAX,CTRA,-0.3112349549350549
NVAX,GTES,-0.29594287267306757
NVAX,AVTR,-0.4223407943373488
NVAX,VTRS,-0.2306105916921527
NVAX,GPK,-0.3282437763177732
NVAX,DO,-0.21372892728764417
NVAX,BE,-0.24304285687505167
NVAX,NEP,-0.13161470492854063
NVAX,RPRX,-0.21527314353892382
NVAX,HPQ,-0.10378159204576026
NVAX,CSX,-0.2945227149084066
NVAX,NFE,-0.3575924208955486
NVAX,BTU,-0.26624361445334527
NVAX,ROIV,-0.2605109714997283
NVAX,MRO,-0.3045570743631458
NVAX,LUV,-0.2962621219554937
NVAX,KVUE,-0.29187254345183666
NVAX,INTC,-0.2533426301452855
NVAX,NNE,-0.0762562468757837
NVAX,HAL,-0.26395585070267336
NVAX,NWSA,-0.31629449401173704
NVAX,FTI,-0.2568202226829174
NVAX,TNDM,-0.19048321667117005
NVAX,EXTR,-0.12769075300279917
NVAX,LEVI,-0.20823558108593132
BAX,ET,0.0539209709857405
BAX,MP,0.10509385855746772
BAX,RUN,0.1584086239999119
BAX,XRAY,-0.028230141993069054
BAX,NI,-0.0608312800039313
BAX,XRX,0.011513650653709441
BAX,EYE,0.011135852735123901
BAX,EXC,0.03888851983628223
BAX,HPE,0.22506306263079717
BAX,BKR,-0.0007965041652336009
BAX,VSAT,0.061569501613971456
BAX,KDP,-0.050038262094294045
BAX,HOG,0.033914456564112155
BAX,EQT,0.005954423997483759
BAX,GEO,0.007448349584877157
BAX,F,-0.04885645867605493
BAX,UGI,-0.05374825540860335
BAX,FE,-0.07838803366589177
BAX,KHC,-0.04441267406125209
BAX,KOSS,0.40788616402109457
BAX,CNP,0.02456102761454036
BAX,ARRY,0.17314063827205417
BAX,RIVN,0.08768605173535936
BAX,VFC,0.08399345027945256
BAX,FLEX,0.06351319920860456
BAX,NOV,0.028905480431965457
BAX,CRK,0.06874974719896441
BAX,CHX,0.0477908590615167
BAX,SMR,0.21908039688093967
BAX,AAL,0.0033543595814734513
BAX,PAA,0.10840525494640949
BAX,CCL,-0.017674539783150384
BAX,PFE,0.15807017291154335
BAX,AES,-0.003215577092034045
BAX,KMI,0.0801733798725168
BAX,GLW,0.15372027794839047
BAX,CAG,-0.005011266302807605
BAX,ALGM,0.18650981812492548
BAX,ENB,-0.030687007390726835
BAX,ADMA,0.200520406004074
BAX,PCG,0.007139598732566433
BAX,APA,0.11684999393277498
BAX,EPD,0.11879270436739808
BAX,CENX,0.10350900477288343
BAX,NVST,0.08088006851451252
BAX,X,0.04992780711863447
BAX,TXG,0.011317635541429135
BAX,FLNC,0.037774541924523536
BAX,ELAN,-0.04211219499875907
BAX,PPL,-0.016767162880768446
BAX,SPR,-0.07953108668255307
BAX,AR,0.07405645111399171
BAX,AM,0.05584069160719354
BAX,ASTS,0.2747034721718694
BAX,PR,0.0869129523465316
BAX,VZIO,-0.057788178734666025
BAX,T,0.03219786296887656
BAX,LSXMA,-0.036717087164219814
BAX,TGTX,0.004259996935677791
BAX,ETRN,0.08628946952124804
BAX,CTRA,0.011245956926887752
BAX,GTES,0.02600176385950103
BAX,AVTR,-0.09985988247540618
BAX,VTRS,0.08990385742939301
BAX,GPK,-0.0057628644558305655
BAX,DO,0.10898299684569177
BAX,BE,0.07765546290907997
BAX,NEP,0.19086620693340195
BAX,RPRX,0.10720776832301884
BAX,HPQ,0.21869931981618235
BAX,CSX,0.027958196953536067
BAX,NFE,-0.03511150903360603
BAX,BTU,0.05623729740859737
BAX,ROIV,0.06033740329335508
BAX,MRO,0.01792383749879682
BAX,LUV,0.026218789906448943
BAX,KVUE,0.02711937588873039
BAX,INTC,0.0691382817166571
BAX,NNE,0.20850149769793033
BAX,HAL,0.05852506115926929
BAX,NWSA,0.006186417850205659
BAX,FTI,0.0656606891790253
BAX,TNDM,0.1317593045890999
BAX,EXTR,0.19241108614927488
BAX,LEVI,0.11424533077601132
ET,MP,0.05479398713784863
ET,RUN,0.10733038933233864
ET,XRAY,-0.08215111297880955
ET,NI,-0.1147522509896718
ET,XRX,-0.037483761630934254
ET,EYE,-0.037823588837611645
ET,EXC,-0.015032451149458316
ET,HPE,0.1711420916450566
ET,BKR,-0.05471747515097413
ET,VSAT,0.011631541013569223
ET,KDP,-0.10395923308003457
ET,HOG,-0.020006514421628353
ET,EQT,-0.04796654698825672
ET,GEO,-0.04583311771385599
ET,F,-0.10142046012334605
ET,UGI,-0.10766922639434387
ET,FE,-0.13230900465163228
ET,KHC,-0.0983336450469926
ET,KOSS,0.35214638113143676
ET,CNP,-0.02935994337120016
ET,ARRY,0.12323826664345902
ET,RIVN,0.03645282507145481
ET,VFC,0.0340865068207063
ET,FLEX,0.009592228222864017
ET,NOV,-0.021834572938179947
ET,CRK,0.01658029436890946
ET,CHX,-0.006130111924223821
ET,SMR,0.1644453380823809
ET,AAL,-0.04577127283383028
ET,PAA,0.05411926287750263
ET,CCL,-0.07031337122658537
ET,PFE,0.10414920192580286
ET,AES,-0.05493880292349437
ET,KMI,0.026202905186892684
ET,GLW,0.09979930696264995
ET,CAG,-0.058932237288548135
ET,ALGM,0.13258884713918498
ET,ENB,-0.08460797837646736
ET,ADMA,0.14598211551501006
ET,PCG,-0.04444828114818845
ET,APA,0.06292902294703448
ET,EPD,0.06487173338165758
ET,CENX,0.04924678090870242
ET,NVST,0.031485109138038966
ET,X,-0.003993163867106046
ET,TXG,-0.03766262427881611
ET,FLNC,-0.01614642906121696
ET,ELAN,-0.09353849711549012
ET,PPL,-0.07068813386650896
ET,SPR,-0.13345205766829357
ET,AR,0.020135480128251226
ET,AM,0.0021485442237220227
ET,ASTS,0.21979959736748286
ET,PR,0.03385757528291157
ET,VZIO,-0.11088213918684395
ET,T,-0.02128241188214881
ET,LSXMA,-0.0906380581499603
ET,TGTX,-0.048687024819880916
ET,ETRN,0.03327995066476952
ET,CTRA,-0.04267501405885276
ET,GTES,-0.02641215298256769
ET,AVTR,-0.1537808534611467
ET,VTRS,0.03892012799834717
ET,GPK,-0.059683835441571076
ET,DO,0.05580179240285572
ET,BE,0.02648786281544826
ET,NEP,0.1369452359476615
ET,RPRX,0.05328679733727833
ET,HPQ,0.16477834883044187
ET,CSX,-0.02596277403220445
ET,NFE,-0.08903248001934652
ET,BTU,0.0023163264228568442
ET,ROIV,0.009019748190771634
ET,MRO,-0.03599713348694372
ET,LUV,-0.027702181079291583
ET,KVUE,-0.022341823761336758
ET,INTC,0.015217310730916584
ET,NNE,-0.0716365265891708
ET,HAL,0.004604090173528753
ET,NWSA,-0.04773455313553486
ET,FTI,0.0117397181932848
ET,TNDM,0.0790475030193299
ET,EXTR,0.14183996668770069
ET,LEVI,0.060324359790270794
MP,RUN,0.05253640219448994
MP,XRAY,-0.1333240005505368
MP,NI,-0.165925138561399
MP,XRX,-0.09227774876878293
MP,EYE,-0.0926175759754603
MP,EXC,-0.06620533872118553
MP,HPE,0.1199692040733294
MP,BKR,-0.10589036272270134
MP,VSAT,-0.04316244612427944
MP,KDP,-0.1551321206517618
MP,HOG,-0.07117940199335558
MP,EQT,-0.09913943455998397
MP,GEO,-0.10062710485170463
MP,F,-0.15621444726119468
MP,UGI,-0.1588421139660711
MP,FE,-0.18348189222335953
MP,KHC,-0.14950653261871985
MP,KOSS,0.29735239399358815
MP,CNP,-0.08053283094292739
MP,ARRY,0.06844427950561036
MP,RIVN,-0.01834116206639384
MP,VFC,-0.020707480317142396
MP,FLEX,-0.0415806593488632
MP,NOV,-0.07662856007602863
MP,CRK,-0.038213692768939184
MP,CHX,-0.057302999495951044
MP,SMR,0.10965135094453224
MP,AAL,-0.10056525997167896
MP,PAA,-0.0006747242603460514
MP,CCL,-0.12510735836443404
MP,PFE,0.05297631435407561
MP,AES,-0.10973279006134307
MP,KMI,-0.028591081950955995
MP,GLW,0.04862641939092273
MP,CAG,-0.11010512486027535
MP,ALGM,0.08141595956745773
MP,ENB,-0.13578086594819452
MP,ADMA,0.0911881283771614
MP,PCG,-0.09924226828603713
MP,APA,0.01175613537530724
MP,EPD,0.01369884580993034
MP,CENX,-0.005547206229146247
MP,NVST,-0.023308877999809696
MP,X,-0.0551660514388333
MP,TXG,-0.09245661141666477
MP,FLNC,-0.0673193166329442
MP,ELAN,-0.14833248425333878
MP,PPL,-0.12186102143823611
MP,SPR,-0.18462494524002085
MP,AR,-0.03103740744347601
MP,AM,-0.05264544291412664
MP,ASTS,0.1650056102296342
MP,PR,-0.020936411854937113
MP,VZIO,-0.16567612632469264
MP,T,-0.07607639901999752
MP,LSXMA,-0.1418109457216875
MP,TGTX,-0.10348101195772957
MP,ETRN,-0.021514036473079142
MP,CTRA,-0.09384790163057999
MP,GTES,-0.08120614012041637
MP,AVTR,-0.20495374103287392
MP,VTRS,-0.01587385913950151
MP,GPK,-0.1108567230132983
MP,DO,0.0010078052650070656
MP,BE,-0.028306124322400397
MP,NEP,0.08577234837593425
MP,RPRX,0.0021139097655511097
MP,HPQ,0.11360546125871464
MP,CSX,-0.0771356616039317
MP,NFE,-0.14020536759107374
MP,BTU,-0.048856561148870374
MP,ROIV,-0.04577423894707702
MP,MRO,-0.08717002105867094
MP,LUV,-0.07887506865101876
MP,KVUE,-0.07713581089918539
MP,INTC,-0.035955576840810625
MP,NNE,0.33902521087523607
MP,HAL,-0.04656879739819846
MP,NWSA,-0.09890744070726211
MP,FTI,-0.039433169378442406
MP,TNDM,0.024253515881481235
MP,EXTR,0.08704597954985209
MP,LEVI,0.009151472218543583
RUN,XRAY,-0.18663876599298096
RUN,NI,-0.21923990400384316
RUN,XRX,-0.14481415096327288
RUN,EYE,-0.1451539781699503
RUN,EXC,-0.11952010416362967
RUN,HPE,0.06665443863088526
RUN,BKR,-0.15920512816514548
RUN,VSAT,-0.09569884831876939
RUN,KDP,-0.2084468860942059
RUN,HOG,-0.1244941674357997
RUN,EQT,-0.15245420000242813
RUN,GEO,-0.15316350704619464
RUN,F,-0.20875084945568465
RUN,UGI,-0.21215687940851527
RUN,FE,-0.23679665766580366
RUN,KHC,-0.20282129806116397
RUN,KOSS,0.24481599179909821
RUN,CNP,-0.13384759638537153
RUN,ARRY,0.015907877311120425
RUN,RIVN,-0.07087756426088379
RUN,VFC,-0.07324388251163234
RUN,FLEX,-0.09489542479130735
RUN,NOV,-0.12916496227051857
RUN,CRK,-0.09075009496342913
RUN,CHX,-0.11061776493839517
RUN,SMR,0.0571149487500423
RUN,AAL,-0.15310166216616888
RUN,PAA,-0.05321112645483598
RUN,CCL,-0.17764376055892397
RUN,PFE,-0.00033845108836851664
RUN,AES,-0.16226919225583303
